date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:13	119/119	---M-Z	200	added ('OK')	application/javascript	etag:%221e801df-77-5cab34114219d-gzip%22	http://polygons.space/neptune/source/assets/js/pages/text-editor.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/text-editor.js	(from http://polygons.space/neptune/source/templates/admin1/forms-text-editor.html)
19:20:15	16081/16081	---M-Z	200	added ('OK')	text/css	etag:%221e80197-3ed1-5cab33fd17f2a-gzip%22	http://polygons.space/neptune/source/assets/plugins/flatpickr/flatpickr.min.css	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/flatpickr/flatpickr.min.css	(from http://polygons.space/neptune/source/templates/admin1/forms-datepickers.html)
19:20:20	49670/49670	---M-Z	200	added ('OK')	application/javascript	etag:%221e80198-c206-5cab33fd5113c-gzip%22	http://polygons.space/neptune/source/assets/plugins/flatpickr/flatpickr.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/flatpickr/flatpickr.js	(from http://polygons.space/neptune/source/templates/admin1/forms-datepickers.html)
19:20:21	197/197	---M-Z	200	added ('OK')	application/javascript	etag:%221e801cd-c5-5cab340eb11ce-gzip%22	http://polygons.space/neptune/source/assets/js/pages/datepickers.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/datepickers.js	(from http://polygons.space/neptune/source/templates/admin1/forms-datepickers.html)
19:20:23	298/298	---M-Z	200	added ('OK')	application/javascript	etag:%221e801d0-12a-5cab340f55e8c-gzip%22	http://polygons.space/neptune/source/assets/js/pages/select2.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/select2.js	(from http://polygons.space/neptune/source/templates/admin1/forms-select2.html)
19:20:26	12923/12923	---M-Z	200	added ('OK')	application/javascript	etag:%221e801db-327b-5cab34109a9e7-gzip%22	http://polygons.space/neptune/source/assets/js/pages/charts-apex.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/charts-apex.js	(from http://polygons.space/neptune/source/templates/admin1/charts-apex.html)
19:20:43	226496/226496	---MCZ	200	added ('OK')	application/javascript	etag:%221e80168-374c0-5cab33ea90be5-gzip%22	http://polygons.space/neptune/source/assets/plugins/chartjs/chart.bundle.min.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/chartjs/chart.bundle.min.js	(from http://polygons.space/neptune/source/templates/admin1/charts-chartjs.html)
19:20:48	2317/2317	---M-Z	200	added ('OK')	application/javascript	etag:%221e801ce-90d-5cab340ef9611-gzip%22	http://polygons.space/neptune/source/assets/js/pages/charts-chartjs.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/charts-chartjs.js	(from http://polygons.space/neptune/source/templates/admin1/charts-chartjs.html)
19:20:51	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:20:48%20GMT	http://polygons.space/neptune/source/assets/images/avatars/avatar1.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/avatars/avatar1.jpg	(from http://polygons.space/neptune/source/templates/admin1/)
19:20:53	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:20:51%20GMT	http://polygons.space/neptune/source/assets/images/flags/us.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/flags/us.png	(from http://polygons.space/neptune/source/templates/admin1/)
19:20:55	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:20:53%20GMT	http://polygons.space/neptune/source/assets/images/flags/germany.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/flags/germany.png	(from http://polygons.space/neptune/source/templates/admin1/)
19:20:57	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:20:55%20GMT	http://polygons.space/neptune/source/assets/images/flags/italy.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/flags/italy.png	(from http://polygons.space/neptune/source/templates/admin1/)
19:20:58	607/607	---M--	200	added ('OK')	image/svg+xml	etag:%221e8014b-25f-5cab33d672cc2%22	http://polygons.space/neptune/source/assets/images/icons/twitter.svg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/icons/twitter.svg	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:20:59	9051/9051	---M--	200	added ('OK')	image/svg+xml	etag:%221e80135-235b-5cab33cfe1e00%22	http://polygons.space/neptune/source/assets/images/other/visa.svg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/other/visa.svg	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:03	12060/12060	---M--	200	added ('OK')	image/png	etag:%221e8013b-2f1c-5cab33d12cb03%22	http://polygons.space/neptune/source/assets/images/other/bank_of_canada.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/other/bank_of_canada.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:11	34136/34136	---M--	200	added ('OK')	image/png	etag:%221e8013a-8558-5cab33d145974%22	http://polygons.space/neptune/source/assets/images/other/mastercard.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/other/mastercard.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:29	86465/86465	---M--	200	added ('OK')	image/png	etag:%221e80138-151c1-5cab33d0d0a58%22	http://polygons.space/neptune/source/assets/images/other/bank_of_america.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/other/bank_of_america.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:30	16593/16593	---M--	200	added ('OK')	image/svg+xml	etag:%221e8013f-40d1-5cab33d3022cc%22	http://polygons.space/neptune/source/assets/images/backgrounds/sign-in.svg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/backgrounds/sign-in.svg	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:31	7710/7710	---M--	200	added ('OK')	image/svg+xml	etag:%221e8013e-1e1e-5cab33d293558%22	http://polygons.space/neptune/source/assets/images/backgrounds/sign-up.svg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/backgrounds/sign-up.svg	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:32	7505/7505	---M--	200	added ('OK')	image/svg+xml	etag:%221e8013d-1d51-5cab33d28a8b8%22	http://polygons.space/neptune/source/assets/images/backgrounds/lock-screen.svg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/backgrounds/lock-screen.svg	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:37	22726/22726	---M--	200	added ('OK')	image/png	etag:%221e8014c-58c6-5cab33d70dd40%22	http://polygons.space/neptune/source/assets/images/icons/google.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/icons/google.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:40	2263005/2263005	---M--	200	added ('OK')	image/jpeg	etag:%221e80162-2287dd-5cab33e6a12aa%22	http://polygons.space/neptune/source/assets/images/widgets/blog2.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/widgets/blog2.jpg	(from http://polygons.space/neptune/source/templates/admin1/widgets.html)
19:21:40	8126/8126	---M--	200	added ('OK')	image/png	etag:%221e8014d-1fbe-5cab33d6eed27%22	http://polygons.space/neptune/source/assets/images/icons/facebook.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/icons/facebook.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:45	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:21:43%20GMT	http://polygons.space/neptune/source/assets/images/flags/china.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/flags/china.png	(from http://polygons.space/neptune/source/templates/admin1/)
19:21:46	6514/6514	---M--	200	added ('OK')	image/svg+xml	etag:%221e80140-1972-5cab33d2f24e3%22	http://polygons.space/neptune/source/assets/images/backgrounds/error.svg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/backgrounds/error.svg	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:48	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:21:46%20GMT	http://polygons.space/neptune/source/assets/images/avatars/avatar7.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/avatars/avatar7.jpg	(from http://polygons.space/neptune/source/templates/admin1/)
19:21:50	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:21:48%20GMT	http://polygons.space/neptune/source/assets/images/avatars/avatar2.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/avatars/avatar2.png	(from http://polygons.space/neptune/source/templates/admin1/)
19:21:51	55504/55504	---M--	200	added ('OK')	text/html	etag:%221e80090-d8d0-5cab33a0a676c%22	http://polygons.space/neptune/source/templates/admin1/mailbox.html	/Users/dp/websites/Neptune/polygons.space/neptune/source/templates/admin1/mailbox.html	(from http://polygons.space/neptune/source/templates/admin1/)
19:21:53	77456/77456	---M--	200	added ('OK')	image/png	etag:%221e8014a-12e90-5cab33d698e24%22	http://polygons.space/neptune/source/assets/images/icons/twitter.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/icons/twitter.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:21:55	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:21:54%20GMT	http://polygons.space/neptune/source/assets/images/widgets/product2.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/widgets/product2.jpg	(from http://polygons.space/neptune/source/templates/admin1/)
19:21:55	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:21:53%20GMT	http://polygons.space/neptune/source/assets/images/avatars/avatar4.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/avatars/avatar4.png	(from http://polygons.space/neptune/source/templates/admin1/mailbox.html)
19:21:57	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:21:56%20GMT	http://polygons.space/neptune/source/assets/images/avatars/avatar6.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/avatars/avatar6.jpg	(from http://polygons.space/neptune/source/templates/admin1/mailbox.html)
19:21:58	12072/12072	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e80306-2f28-5cab34539b1ba%22	http://polygons.space/neptune/source/assets/plugins/summernote/font/summernote.eot	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/summernote/font/summernote.eot	(from http://polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.css)
19:21:59	6156/6156	---M--	200	added ('OK')	font/woff2	etag:%221e80303-180c-5cab345315ce6%22	http://polygons.space/neptune/source/assets/plugins/summernote/font/summernote.woff2	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/summernote/font/summernote.woff2	(from http://polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.css)
19:22:00	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:21:58%20GMT	http://polygons.space/neptune/source/assets/images/avatars/avatar9.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/avatars/avatar9.jpg	(from http://polygons.space/neptune/source/templates/admin1/mailbox.html)
19:22:02	7428/7428	---M--	200	added ('OK')	font/woff	etag:%221e80305-1d04-5cab34538a04a%22	http://polygons.space/neptune/source/assets/plugins/summernote/font/summernote.woff	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/summernote/font/summernote.woff	(from http://polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.css)
19:22:03	11896/11896	---M--	200	added ('OK')	font/ttf	etag:%221e80304-2e78-5cab34532917e%22	http://polygons.space/neptune/source/assets/plugins/summernote/font/summernote.ttf	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/summernote/font/summernote.ttf	(from http://polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.css)
19:22:03	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:02%20GMT	http://polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.js	(from http://polygons.space/neptune/source/templates/admin1/mailbox.html)
19:22:04	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:03%20GMT	http://polygons.space/neptune/source/assets/images/icons/dropbox.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/icons/dropbox.jpg	(from http://polygons.space/neptune/source/templates/admin1/file-manager.html)
19:22:07	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:05%20GMT	http://polygons.space/neptune/source/assets/images/icons/jira_software.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/icons/jira_software.png	(from http://polygons.space/neptune/source/templates/admin1/settings.html)
19:22:10	1431/1431	UR-M--	200	added ('OK')	text/css	date:Sat,%2026%20Nov%202022%2000:22:07%20GMT	https://fonts.googleapis.com/css2?family=Poppins:wght@300;400;500;600;700;800;900&display=swap	/Users/dp/websites/Neptune/fonts.googleapis.com/css2ceae.css	(from http://polygons.space/neptune/source/templates/admin1/tables-basic.html)
19:22:13	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:11%20GMT	http://polygons.space/neptune/source/assets/plugins/datatables/datatables.min.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/datatables/datatables.min.js	(from http://polygons.space/neptune/source/templates/admin1/tables-datatable.html)
19:22:15	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:13%20GMT	http://polygons.space/neptune/source/assets/images/widgets/product1.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/widgets/product1.jpg	(from http://polygons.space/neptune/source/templates/admin1/widgets.html)
19:22:17	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:15%20GMT	http://polygons.space/neptune/source/assets/images/widgets/blog2.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/widgets/blog2.jpg	(from http://polygons.space/neptune/source/templates/admin1/widgets.html)
19:22:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:17%20GMT	http://polygons.space/neptune/source/assets/images/widgets/blog3.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/widgets/blog3.jpg	(from http://polygons.space/neptune/source/templates/admin1/widgets.html)
19:22:21	263603/263603	UR-MCZ	200	added ('OK')	application/javascript	etag:%221e8031d-405b3-5cab345a0a56c-gzip%22	http://polygons.space/neptune/source/assets/plugins/fullcalendar/lib/main.min.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/fullcalendar/lib/main.min.js	(from http://polygons.space/neptune/source/templates/admin1/calendar.html)
19:22:21	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:19%20GMT	http://polygons.space/neptune/source/assets/js/pages/widgets.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/widgets.js	(from http://polygons.space/neptune/source/templates/admin1/widgets.html)
19:22:23	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:21%20GMT	http://polygons.space/neptune/source/assets/js/pages/input-mask.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/input-mask.js	(from http://polygons.space/neptune/source/templates/admin1/forms-input-masks.html)
19:22:23	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:21%20GMT	http://polygons.space/neptune/source/assets/plugins/input-mask/jquery.inputmask.min.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/input-mask/jquery.inputmask.min.js	(from http://polygons.space/neptune/source/templates/admin1/forms-input-masks.html)
19:22:25	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:23%20GMT	http://polygons.space/neptune/source/assets/plugins/dropzone/min/dropzone.min.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/dropzone/min/dropzone.min.js	(from http://polygons.space/neptune/source/templates/admin1/forms-file-upload.html)
19:22:25	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:23%20GMT	http://polygons.space/neptune/source/assets/js/pages/text-editor.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/text-editor.js	(from http://polygons.space/neptune/source/templates/admin1/forms-text-editor.html)
19:22:27	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:25%20GMT	http://polygons.space/neptune/source/assets/plugins/flatpickr/flatpickr.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/flatpickr/flatpickr.js	(from http://polygons.space/neptune/source/templates/admin1/forms-datepickers.html)
19:22:27	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:25%20GMT	http://polygons.space/neptune/source/assets/js/pages/datepickers.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/datepickers.js	(from http://polygons.space/neptune/source/templates/admin1/forms-datepickers.html)
19:22:28	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:27%20GMT	http://polygons.space/neptune/source/assets/js/pages/select2.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/select2.js	(from http://polygons.space/neptune/source/templates/admin1/forms-select2.html)
19:22:28	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:27%20GMT	http://polygons.space/neptune/source/assets/js/pages/charts-apex.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/charts-apex.js	(from http://polygons.space/neptune/source/templates/admin1/charts-apex.html)
19:22:29	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:28%20GMT	http://polygons.space/neptune/source/assets/js/pages/charts-chartjs.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/js/pages/charts-chartjs.js	(from http://polygons.space/neptune/source/templates/admin1/charts-chartjs.html)
19:22:31	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:29%20GMT	http://polygons.space/neptune/source/assets/images/other/bank_of_canada.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/other/bank_of_canada.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:22:33	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:31%20GMT	http://polygons.space/neptune/source/assets/images/other/mastercard.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/other/mastercard.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:22:35	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:33%20GMT	http://polygons.space/neptune/source/assets/images/other/bank_of_america.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/other/bank_of_america.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:22:37	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:35%20GMT	http://polygons.space/neptune/source/assets/images/icons/google.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/icons/google.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:22:39	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:37%20GMT	http://polygons.space/neptune/source/assets/images/icons/facebook.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/icons/facebook.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:22:41	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:39%20GMT	http://polygons.space/neptune/source/assets/images/icons/twitter.png	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/icons/twitter.png	(from http://polygons.space/neptune/source/assets/css/main.min.css)
19:22:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:41%20GMT	http://polygons.space/neptune/source/assets/plugins/summernote/font/summernote.eot	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/summernote/font/summernote.eot	(from http://polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.css)
19:22:45	226496/226496	UR-MCZ	200	added ('OK')	application/javascript	etag:%221e80168-374c0-5cab33ea90be5-gzip%22	http://polygons.space/neptune/source/assets/plugins/chartjs/chart.bundle.min.js	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/chartjs/chart.bundle.min.js	(from http://polygons.space/neptune/source/templates/admin1/charts-chartjs.html)
19:22:46	12072/12072	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e80306-2f28-5cab34539b1ba%22	http://polygons.space/neptune/source/assets/plugins/summernote/font/summernote.eot?	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/summernote/font/summernoted41d.eot	(from http://polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.css)
19:22:47	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:46%20GMT	http://polygons.space/neptune/source/assets/plugins/summernote/font/summernote.woff	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/summernote/font/summernote.woff	(from http://polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.css)
19:22:49	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:47%20GMT	http://polygons.space/neptune/source/assets/plugins/summernote/font/summernote.ttf	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/summernote/font/summernote.ttf	(from http://polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.css)
19:22:49	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2026%20Nov%202022%2000:22:48%20GMT	http://polygons.space/neptune/source/assets/plugins/summernote/font/summernote.woff2	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/plugins/summernote/font/summernote.woff2	(from http://polygons.space/neptune/source/assets/plugins/summernote/summernote-lite.min.css)
19:32:09	5941784/5941784	---M--	200	added ('OK')	image/jpeg	etag:%221e80165-5aaa18-5cab33ebbd09f%22	http://polygons.space/neptune/source/assets/images/widgets/blog4.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/widgets/blog4.jpg	(from http://polygons.space/neptune/source/templates/admin1/widgets.html)
19:33:39	7762169/7762169	---M--	200	added ('OK')	image/jpeg	etag:%221e8015e-7670f9-5cab33e56bd67%22	http://polygons.space/neptune/source/assets/images/widgets/blog1.jpeg	/Users/dp/websites/Neptune/polygons.space/neptune/source/assets/images/widgets/blog1.jpg	(from http://polygons.space/neptune/source/templates/admin1/widgets.html)
